text,sentiment
ဖာရာရီကမ္ဘာ့ရဲ့ အံ့ဖွယ်ရာတွေကို စူးစမ်းရှာဖွေနေခြင်း၊ အင်ဂျင်တွေရဲ့ ဟိန်းသံက အရှိန်ရဲ့ သံစုံတီးဝိုင်းတစ်ခုကို ဖန်တီးနေခြင်း, Excitement 
Keukenhof ရဲ့ ကျူးလစ်ပန်းခင်းတွေကြားထဲမှာ၊ စိတ်ဝိညာဉ်ကို နွေဦးရာသီ ပျော်ရွှင်မှုနဲ့ ခြယ်မှုန်းတဲ့ အရောင်အသွေးတွေရဲ့ ကော်ဇောတစ်ခု, Joy 
ကျိုတိုရဲ့ သမိုင်းဝင် လမ်းတွေတစ်လျှောက် လှည့်လည်သွားလာနေခြင်း၊ ခြေလှမ်းတိုင်းက ဂျပန်ရဲ့ ရိုးရာဓလေ့တွေရဲ့ နှလုံးသားဆီသို့ ခရီးစဉ်တစ်ခု, Exploration 
ဂရန်းကင်ညွန်ရဲ့ ပွေ့ဖက်မှုထဲမှာ၊ သဘာဝတရားရဲ့ လက်ရာမြောက် ပန်းချီကား၊ ကမ္ဘာမြေရဲ့ ခမ်းနားထည်ဝါမှုကို အံ့သြတကြီး ငေးမောဖို့ အခိုက်အတန့်, Awe 
ဆန်တိုရီနီရဲ့ တည်ငြိမ်အေးချမ်းမှုထဲမှာ ခရီးသွားနေခြင်း၊ နေဝင်ချိန်တိုင်းက ကောင်းကင်ကို တည်ငြိမ်အေးချမ်းမှု အရောင်အသွေးတွေနဲ့ ခြယ်မှုန်းတဲ့နေရာ, Serenity 
ပီထရာရဲ့ ဗိသုကာ အံ့ဖွယ်ရာတွေကြောင့် အံ့သြမိခြင်း၊ ကျောက်တုံးတိုင်းက ရှေးဟောင်း ယဉ်ကျေးမှုတစ်ခုရဲ့ ပုံပြင်တွေကို ပြောပြနေခြင်း, Amazement 
ဗင်းနစ်မြို့မှာ ဂွန်ဒိုလာလှေစီးခြင်းကို စတင်ခြင်း၊ တူးမြောင်းတိုင်းက ဒီအချိန်မရွေး ခေတ်မီတဲ့ မြို့ရဲ့ အချစ်ဇာတ်လမ်းကို ထင်ဟပ်နေခြင်း, Romance 
မာချူးပီချူးရဲ့ တောင်ထိပ်မှာ၊ ရှေးဟောင်း ယဉ်ကျေးမှုတွေရဲ့ လျှို့ဝှက်ချက်တွေကို တီးတိုးပြောပြတဲ့ ရင်သပ်ရှုမောဖွယ် ရှုခင်းကျယ်, Awe 
နယူးယောက်မြို့ရဲ့ နှလုံးသားထဲမှာ၊ တိုင်းမ်စကွဲက မီးရောင်တွေနဲ့ တောက်ပနေတယ်၊ မြို့ပြစွမ်းအင်ရဲ့ တက်ကြွတဲ့ ရှုခင်း, Excitement 
ကော်လိုဆီယမ်ရဲ့ သမိုင်းဝင် ဆွဲဆောင်မှုကြောင့် စွဲလန်းမိခြင်း၊ ကျောက်တုံးတိုင်းက ဓားရေးသမား ရဲစွမ်းသတ္တိရဲ့ ပုံပြင်တွေကို ပဲ့တင်ထပ်နေခြင်း, Captivation 
မော်လ်ဒိုက်ရဲ့ ကောင်းကင်ပြာရောင် ရေပြင်ပေါ်မှာ ရွက်လွှင့်နေခြင်း၊ လှိုင်းလုံးတိုင်းက ပရဒိသုဘုံထဲက တည်ငြိမ်အေးချမ်းမှုရဲ့ တီးတိုးသံ, Serenity 
အမေဇုန် မိုးသစ်တောရဲ့ အလယ်မှာ၊ တောရိုင်းတိရစ္ဆာန်တွေရဲ့ သံစုံတီးဝိုင်းက သဘာဝတရားရဲ့ အံ့ဖွယ်ရာတွေရဲ့ တီးဝိုင်းတစ်ခုကို ဖန်တီးနေခြင်း, Wonder 
တရုတ်ပြည်ရဲ့ မဟာတံတိုင်းကြီးပေါ်မှာ လျှောက်လှမ်းနေခြင်း၊ ခြေလှမ်းတိုင်းက ရှေးဟောင်း အင်ဂျင်နီယာ အံ့ဖွယ်ရာတွေရဲ့ သက်သေ, Awe 
ဖူဂျီတောင်ရဲ့ တောင်ထိပ်မှာ၊ ကောင်းကင်ကို ပြီးမြောက်မှု အရောင်အသွေးတွေနဲ့ ခြယ်မှုန်းတဲ့ ရင်သပ်ရှုမောဖွယ် နေထွက်ချိန်, Accomplishment 
အန်ကောဝပ်ရဲ့ ရှေးဟောင်းအပျက်အစီးတွေကို စူးစမ်းရှာဖွေနေခြင်း၊ ကျောက်တုံးတိုင်းက ခမာယဉ်ကျေးမှုရဲ့ ပုံပြင်တွေကို တီးတိုးပြောပြနေခြင်း, Exploration 
ဆွစ်ဇာလန် အယ်လ်ပ်တောင်တန်းရဲ့ တောင်စောင်းတွေပေါ်မှာ နှင်းလျှောစီးနေခြင်း၊ အလှည့်တိုင်းက နှင်းဖုံးတောင်ထိပ်တွေရဲ့ ခမ်းနားထည်ဝါမှုနဲ့ အကတစ်ခု, Adventure 
ကျိုတိုရဲ့ ဝါးတောရဲ့ တည်ငြိမ်အေးချမ်းမှုထဲမှာ၊ ရှေးဟောင်း ဇင်ပညာရဲ့ တီးတိုးသံတွေက တောအုပ်တွေတစ်လျှောက် ပဲ့တင်ထပ်နေခြင်း, Tranquility 
နော်ဝေးရဲ့ ဖီအော့ဒ်ရေလက်ကြားတွေကို လှေစီးခရီးသွားနေခြင်း၊ ရေခဲဖုံး ရှုခင်းတိုင်းက သဘာဝတရားရဲ့ ခမ်းနားထည်ဝါမှုရဲ့ ရင်သပ်ရှုမောဖွယ် လက်ရာမြောက် ပန်းချီကား, Grandeur 
Adele ရဲ့ ဖျော်ဖြေပွဲရဲ့ ရှေ့ဆုံးတန်းမှာ၊ 'Someone Like You' ရဲ့ တေးသွားတိုင်းက စိတ်ဝိညာဉ်ကို လှုပ်နှိုးတဲ့ စိတ်ခံစားမှုနဲ့ ပဲ့တင်ထပ်နေခြင်း, Emotion 
Beyoncé ရဲ့ တိုက်ရိုက်ဖျော်ဖြေပွဲမှာ ကြယ်တွေအောက်မှာ ကခုန်နေခြင်း၊ လှုပ်ရှားမှုတိုင်းမှာ 'Single Ladies' ရဲ့ စွမ်းအားကို ခံစားနေရခြင်း, Energy 
Taylor Swift ဖျော်ဖြေပွဲရဲ့ လူအုပ်ထဲမှာ၊ 'Love Story' ရဲ့ သီချင်းစာသားတွေက စွဲမက်ဖွယ် ဒဏ္ဍာရီပုံပြင်တစ်ခုကို ဖန်တီးနေခြင်း, Enchantment 
Queen ဂုဏ်ပြုဖျော်ဖြေပွဲမှာ ဂစ်တာဆိုလိုတွေကို တီးခတ်နေခြင်း၊ Freddie ရဲ့ စိတ်ဓာတ်နဲ့အတူ အတိတ်ဆီသို့ ခရီးစဉ်တစ်ခု, Nostalgia 
Ed Sheeran ရဲ့ acoustic သံစဉ်တွေအတိုင်း ယိမ်းနွဲ့နေခြင်း၊ 'Perfect' အခိုက်အတန့်တွေနဲ့ ပြည့်နေတဲ့ တည်ငြိမ်အေးချမ်းတဲ့ ညနေခင်း, Serenity 
Bruno Mars ဖျော်ဖြေပွဲရဲ့ တုန်ခါနေတဲ့ စည်းချက်တွေထဲမှာ နစ်မြုပ်နေခြင်း၊ 'Uptown Funk' က ပျော်ရွှင်မှုရဲ့ မြို့တော်ဖြစ်လာတဲ့နေရာ, Joy 
Michael Jackson ဂုဏ်ပြုပွဲမှာ၊ ဟစ်သီချင်းတွေတစ်လျှောက် moonwalk လုပ်နေခြင်း၊ ပေါ့ပ်ဘုရင်ကို ဂုဏ်ပြုခြင်း, Celebration 
Frank Sinatra ဂုဏ်ပြုပွဲရဲ့ စည်းချက်တွေအတိုင်း လွှဲယမ်းနေခြင်း၊ 'Fly Me to the Moon' ရဲ့ အချိန်မရွေး ခေတ်မီတဲ့ ဆွဲဆောင်မှုကို ခံစားနေရခြင်း, Charm 
Metallica ဖျော်ဖြေပွဲရဲ့ mosh pit ထဲမှာ၊ မိုးခြိမ်းသံလို ဂီတသံတွေက ခေါင်းခါရမ်းခြင်းရဲ့ အလွန်အမင်း ပျော်ရွှင်မှု သံစုံတီးဝိုင်းတစ်ခုကို ဖန်တီးနေခြင်း, Ecstasy 
Coldplay ဖျော်ဖြေပွဲရဲ့ မှော်ဆန်မှုကို ခံစားနေရခြင်း၊ 'Fix You' က ညဘက်မှာ မျှော်လင့်ချက်ရဲ့ မီးပြတိုက်ဖြစ်လာတဲ့နေရာ, Hope 
Justin Bieber ဖျော်ဖြေပွဲမှာ၊ 'Baby' ရဲ့ ကူးစက်လွယ်တဲ့ စည်းချက်တွေက ထိန်းချုပ်မရတဲ့ စိတ်အားထက်သန်မှုရဲ့ ကပွဲကြမ်းပြင်တစ်ခုကို ဖန်တီးနေခြင်း, Enthusiasm 
Lady Gaga ပွဲရဲ့ မီးမောင်းထိုးမှုအောက်မှာ၊ ဝတ်စုံပြောင်းလဲမှုတိုင်းက ဖန်တီးမှုနဲ့ အနုပညာရဲ့ ပုံစံပြောင်းလဲမှုတစ်ခု, Creativity 
