emotion_class,cleaned_text,emotion_clean
suprise,ဒီ ခ ရီး စဉ် မှာ ရေ တံ ခွန် အ သစ် တစ် ခု ကို သွား တွေ့ ကြ တာ တ ကယ့် အောင် မြင် မှု ပဲ ၊,Neutral
love,မင်း ရဲ့ လက် ဖ ဝါး နွေး နွေး လေး ကို ကိုင် ထား ရ တာ အေး ချမ်း လှ တယ်,Love
suprise,စိတ် ကူး ထဲ က အ တိုင်း ကွက် တိ ဖြစ် လာ တဲ့ အ ခိုက် အ တန့် မှာ အံ့ ဩ လွန်း လို့ အော် မိ မ တတ် ပဲ,Neutral
joy,မိုး စက် တွေ ရဲ့ သံ စဉ် ထဲ မှာ တည် ငြိမ် အေး ချမ်း မှု ကို ရှာ ဖွေ နေ ခြင်း ၊ နေ့ စဉ် ဘ ဝ ရဲ့ ဆူ ညံ သံ တွေ က နေ ငြိမ်း ချမ်း တဲ့ လွတ် မြောက် ရာ တစ် ခု,Joy
joy,သူ ငယ် ချင်း တွေ နဲ့ တ နင်္ ဂ နွေ နေ့ လည် စာ,Joy
neutral,ဒီ နေ့ တော့ လူ က ဘာ အင် အား မှ မ ရှိ သ လို ပဲ တော် တော် လေး နုန်း နေ တယ်,Neutral
love,မင်း နဲ့ အ တူ တူ ရှိ နေ ရ တဲ့ အ ချိန် တိုင်း က တန် ဖိုး မ ဖြတ် နိုင် ဘူး,Love
suprise,တံ ခါး ခေါက် သံ ကြား လို့ ဖွင့် ကြည့် တော့ ပျောက် နေ တဲ့ ခွေး လေး ပြန် ရောက် လာ တယ် ၊,Neutral
joy,ရယ် စ ရာ ကောင်း တဲ့ အ ဖြစ် အ ပျက် တစ် ခု က ကျွန် တော့် ရဲ့ နေ့ ကို ပျော် ရွှင် စေ ခဲ့ တယ်,Joy
fear,ဓား ပြ တိုက် ခံ ရ တဲ့ အ ချိန် က ခံ စား ချက် ကို အ ခု ထိ မ မေ့ နိုင် သေး ဘူး,Fear
anger,သူ တစ် ပါး ကို ပုတ် ခတ် ပြော ဆို နေ တာ ကို ကြည့် ပြီး အ မြင် ကတ် တယ်,Anger
love,ချစ် ခင် ရ သူ တွေ နဲ့ ချိတ် ဆက် ရင်း ၊ နူး ညံ့ ကြင် နာ မှု ခံ စား ရ တဲ့ အ ခိုက် အ တန့်,Love
neutral,ကိုယ် လေး စား ရ တဲ့ သူ တစ် ယောက် က ကိုယ့် ကို အ သိ အ မှတ် ပြု ချီး မွမ်း လိုက် တဲ့ အ ခါ,Neutral
suprise,အ တွေး တွေ ရဲ့ ဝင်္ က ပါ ထဲ မှာ လမ်း ညွှန် နေ ခြင်း ၊ အ တွေး အ ခေါ် တွေ ရဲ့ ဝင်္ က ပါ ထဲ က အ မြဲ တမ်း အ ဖော် ဖြစ် တဲ့ ရှုပ် ထွေး မှု,Neutral
suprise,ဟင် ! ဒီ နေ့ က ရုံး ပိတ် ရက် ကြီး ကို ငါ ဘာ လို့ စော စော နိုး နေ တာ လဲ ၊,Neutral
neutral,ကား ပိတ် ဆို့ မှု ကြား ထဲ မှာ နာ ရီ ဝက် မ က ပိတ် မိ နေ တဲ့ အ ချိန်,Neutral
suprise,ဟာ ... မ ထင် မှတ် ဘဲ နဲ့ ဒီ လို ဆု မျိုး ရ လိမ့် မယ် လို့ လုံး ဝ မ တွေး ထား မိ ဘူး ၊ တ ကယ် ကြီး လား,Neutral
anger,သူ တစ် ပါး ကို မ တ ရား အ နိုင် ကျင့် တာ ကို မြင် ရင် သည်း မ ခံ နိုင် ဘူး,Anger
suprise,တိမ် တွေ ကြား ထဲ က နေ နေ ရောင် ခြည် တန်း တွေ ဖြာ ကျ လာ တာ သိပ် လှ တာ ပဲ ၊,Neutral
joy,စိတ် ကူး စိတ် သန်း ရဲ့ တိမ် တိုက် တွေ ပေါ် မှာ ပျံ ဝဲ နေ ခြင်း ၊ ကောင်း ကင် ကို ဖန် တီး မှု ရဲ့ စုတ် ချက် တွေ နဲ့ ခြယ် မှုန်း နေ ပြီး ၊ အိပ် မက် တွေ ရဲ့ လက် ရာ မြောက် ပန်း ချီ ကား တစ် ချပ် ကို ဖန် တီး နေ တဲ့ အ နု ပ ညာ ရှင် တစ် ယောက်,Joy
love,ကြင် နာ မှု ရဲ့ နွေး ထွေး မှု ထဲ မှာ လွှမ်း ခြုံ ထား ခြင်း ၊ အ ချစ် နဲ့ ချုပ် ထား တဲ့ က ရု ဏာ တ ရား ရဲ့ စောင် တစ် ထည်,Love
neutral,ကမ်း ခြေ မှာ လှိုင်း ပုတ် သံ တွေ ကို နား ထောင် ရင်း စိတ် လွတ် ကိုယ် လွတ် နား ခွင့် ရ တာ,Neutral
neutral,အ လေး မ သ မား ရဲ့ ကိုယ် ပိုင် စံ ချိန် တင် ဖို့ မ အောင် မြင် တဲ့ ကြိုး ပမ်း မှု က စိတ် ပျက် မှု ကို ဖြစ် စေ ပြီး ၊ ရုပ် ပိုင်း ဆိုင် ရာ ကန့် သတ် ချက် တွေ ကို တွန်း အား ပေး ခြင်း ရဲ့ စိန် ခေါ် မှု သ ဘာ ဝ ကို မီး မောင်း ထိုး ပြ ခြင်း,Neutral
love,စံ ချိန် တင် မာ ရ သွန် ပြိုင် ပွဲ တစ် ခု ကို တွေ့ မြင် နေ ခြင်း ၊ ကြည့် ရှု သူ တွေ က အ ပြေး သ မား တွေ ရဲ့ ခံ နိုင် ရည် နဲ့ စိတ် အား ထက် သန် မှု အ တွက် အံ့ သြ မှု နဲ့ လေး စား မှု တို့ နဲ့ ပြည့် နေ ခြင်း,Love
suprise,အိမ် မက် များ လား လို့ ကိုယ့် ကိုယ် ကိုယ် တောင် ပြန် ဆိတ် ကြည့် မိ တယ် ၊ မ ယုံ နိုင် စ ရာ ပဲ,Neutral
love,မင်း က ငါ့ ဘ ဝ ရဲ့ အ ဖိုး တန် ဆုံး သော လက် ဆောင် မွန် ပါ,Love
suprise,စိုက် ထား တဲ့ ပန်း ပင် လေး က ဒီ နေ့ မှ ပန်း တွေ အ ပြိုင်း အ ရိုင်း ပွင့် နေ ပါ လား ၊,Neutral
neutral,သူ့ ရဲ့ ပြော ဆို ပုံ က ရိုင်း စိုင်း လွန်း လို့ တ ကယ့် ကို စိတ် ပျက် ဖို့ ကောင်း တယ်,Neutral
anger,ကိုယ့် ကို လာ ပြီး နှောင့် ယှက် နေ တဲ့ အ ရာ အား လုံး ကို ဖျက် ဆီး ပစ် ချင် တယ်,Anger
neutral,ဘာ ကို မှ မ မျှော် လင့် ရဲ တော့ လောက် အောင် နှ လုံး သား တစ် ခု လုံး ကြေ မွ သွား တဲ့ နေ့,Neutral
joy,ကိုယ် တိုင် လုပ် အိမ် ပြု ပြင် မွမ်း မံ ရေး ပ ရော ဂျက် တစ် ခု အ တွက် စိတ် အား ထက် သန် မှု,Joy
neutral,သူ ငယ် ချင်း တစ် ယောက် က ကိုယ့် နောက် ကွယ် မှာ အ တင်း ပြော တာ သိ လိုက် ရ လို့ စိတ် မ ကောင်း ဘူး,Neutral
sadness,ငါ့ ရဲ့ တန် ဖိုး က ဒီ လောက် ပဲ လား လို့ ကိုယ့် ကိုယ် ကိုယ် ပြန် မေး ရင်း စိတ် ပျက် မိ တယ်,Sadness
suprise,အံ ဩ လွန်း လို့ နှ လုံး ခုန် သံ တွေ က ဘေး က လူ တောင် ကြား ရ မ တတ် မြန် နေ ပြီ,Neutral
joy,လူ ထု သံ ပြိုင် တေး ဂီ တ အ ဖွဲ့ တစ် ခု ဝင် ရောက် ခဲ့ တယ် ၊ အ ဖော် အ သံ တွေ နဲ့ သံ စဉ် ညီ အောင် သီ ဆို နေ ခြင်း ဂီ တ က အ ချိန် ကို ကြံ့ ကြံ့ ခံ နိုင် တဲ့ ချည် နှောင် မှု တွေ ကို ဖန် တီး တယ် # လူ ထု သံ ပြိုင် တေး ဂီ တ အ ဖွဲ့ # အို မင်း ခြင်း ထဲ က သ ဟ ဇာ တ ဖြစ် မှု,Joy
fear,ရေ နက် ပိုင်း ထဲ မှာ ဘာ သတ် တ ဝါ ကြီး ရှိ နေ မ လဲ ဆို တာ တွေး ပြီး ကြောက် တယ်,Fear
fear,တော ရိုင်း တိ ရစ် ဆာန် တွေ ရဲ့ အ သံ ကို ကြား ရ တာ ကျော ချမ်း စ ရာ ပဲ,Fear
love,မင်း က ငါ့ ရင် ထဲ က ထာ ဝ ရ ပွင့် လန်း နေ မယ့် ပန်း လေး တစ် ပွင့် ပါ,Love
neutral,ရေ ငတ် နေ တုန်း ရေ အေး အေး လေး တစ် ခွက် ကို အ ဝ သောက် လိုက် ရ တဲ့ ခံ စား ချက်,Neutral
suprise,ကမ်း ရိုး တန်း ချောက် ကမ်း ပါး ရဲ့ လေ ပြင်း တွေ ပေါ် မှာ လွတ် လပ် တဲ့ စိတ် ဓာတ် လို ပျံ ဝဲ နေ ပါ တယ်,Neutral
suprise,ဟင် ! ငါ့ အ ကောင့် ထဲ ကို Follower တွေ တစ် ည တည်း နဲ့ ဒီ လောက် တောင် တိုး လာ တာ လား ၊,Neutral
neutral,ဒီ နေ့ တော့ စိတ် ထဲ မှာ လန်း ဆန်း တက် ကြွ ပြီး ဘာ မ ဆို လုပ် နိုင် သ လို ခံ စား ရ တယ်,Neutral
anger,မ နာ လို ဝန် တို မှု ၊ အ နာ စိမ်း ဖြစ် နေ တဲ့ ဒဏ် ရာ ၊ ခြံ စည်း ရိုး အ လွန် မှာ ပွင့် လန်း နေ တဲ့ အ ခြား သူ တွေ ရဲ့ အောင် မြင် မှု တွေ ရဲ့ ဥ ယျာဉ် ကို ကြည့် လိုက် တိုင်း နာ ကျင် မှု က ပို မို ပြင်း ထန် လာ ခြင်း,Anger
joy,အိပ် မက် တွေ ရဲ့ တောင် ပံ တွေ ပေါ် မှာ ပျံ သန်း နေ တဲ့ လွတ် လပ် တဲ့ စိတ် ဓာတ် ၊ အ ဆုံး မဲ့ ဖြစ် နိုင် ခြေ တွေ ရဲ့ ကောင်း ကင် ပြာ ထဲ မှာ လွတ် လပ် မှု ရဲ့ ခြေ ရာ တွေ ကို ချန် ထား ခဲ့ ခြင်း,Joy
sadness,ကမ် ဘာ လော က ရဲ့ ဆူ ညံ သံ တွေ ကို လျစ် လျူ ရှု ထား ခြင်း ၊ ဘ ဝ ရဲ့ ဆူ ညံ ပွက် လော ရိုက် မှု တွေ ကြား ထဲ က တိတ် ဆိတ် တဲ့ လေ့ လာ သူ တစ် ယောက်,Sadness
